transaction_id,customer_id,transaction_date,transaction_type,plan_tier,amount
TXN004754,CUST1085,2024-02-04,Renewal,Basic,29
TXN004755,CUST1085,2024-03-04,Renewal,Basic,29
TXN004756,CUST1085,2024-04-04,Renewal,Basic,29
TXN004757,CUST1085,2024-05-04,Renewal,Basic,29
TXN004758,CUST1085,2024-06-04,Renewal,Basic,29
TXN004759,CUST1085,2024-07-04,Renewal,Basic,29
TXN004760,CUST1085,2024-08-04,Renewal,Basic,29
TXN004761,CUST1085,2024-09-04,Renewal,Basic,29
TXN004762,CUST1085,2024-10-04,Renewal,Basic,29
TXN004763,CUST1085,2024-11-04,Renewal,Basic,29
TXN004764,CUST1085,2024-12-04,Renewal,Basic,29
TXN004765,CUST1085,2025-01-04,Renewal,Basic,29
TXN004766,CUST1085,2025-02-04,Renewal,Basic,29
TXN004767,CUST1085,2025-03-04,Renewal,Basic,29
TXN004768,CUST1085,2025-04-04,Renewal,Basic,29
TXN004769,CUST1085,2025-05-04,Renewal,Basic,29
TXN004770,CUST1085,2025-06-04,Renewal,Basic,29
TXN004771,CUST1085,2025-07-04,Cancellation,Basic,0
TXN004772,CUST1082,2022-09-11,New Subscription,Enterprise,149
TXN004773,CUST1082,2022-10-11,Renewal,Enterprise,149
TXN004774,CUST1082,2022-11-11,Renewal,Enterprise,149
TXN004775,CUST1082,2022-12-11,Renewal,Enterprise,149
TXN004776,CUST1082,2023-01-11,Renewal,Enterprise,149
TXN004777,CUST1082,2023-02-11,Renewal,Enterprise,149
TXN004778,CUST1082,2023-03-11,Renewal,Enterprise,149
TXN004779,CUST1082,2023-04-11,Renewal,Enterprise,149
TXN004780,CUST1082,2023-05-11,Renewal,Enterprise,149
TXN004781,CUST1082,2023-06-11,Renewal,Enterprise,149
TXN004782,CUST1082,2023-07-11,Renewal,Enterprise,149
TXN004783,CUST1082,2023-08-11,Renewal,Enterprise,149
TXN004784,CUST1082,2023-09-11,Renewal,Enterprise,149
TXN004785,CUST1082,2023-10-11,Renewal,Enterprise,149
TXN004786,CUST1082,2023-11-11,Renewal,Enterprise,149
TXN004787,CUST1082,2023-12-11,Renewal,Enterprise,149
TXN004788,CUST1082,2024-01-11,Renewal,Enterprise,149
TXN004789,CUST1082,2024-02-11,Renewal,Enterprise,149
TXN004790,CUST1082,2024-03-11,Renewal,Enterprise,149
TXN004791,CUST1082,2024-04-11,Renewal,Enterprise,149
TXN004792,CUST1082,2024-05-11,Renewal,Enterprise,149
TXN004793,CUST1082,2024-06-11,Renewal,Enterprise,149
TXN004794,CUST1082,2024-07-11,Renewal,Enterprise,149
TXN004795,CUST1082,2024-08-11,Downgrade,Pro,59
TXN004796,CUST1082,2024-09-11,Renewal,Pro,59
TXN004797,CUST1082,2024-10-11,Renewal,Pro,59
TXN004798,CUST1082,2024-11-11,Renewal,Pro,59
TXN004799,CUST1082,2024-12-11,Renewal,Pro,59
TXN004800,CUST1082,2025-01-11,Renewal,Pro,59
TXN004801,CUST1082,2025-02-11,Renewal,Pro,59
TXN004802,CUST1082,2025-03-11,Renewal,Pro,59
TXN004803,CUST1082,2025-04-11,Renewal,Pro,59
TXN004804,CUST1082,2025-05-11,Renewal,Pro,59
TXN004805,CUST1082,2025-06-11,Renewal,Pro,59
TXN004806,CUST1082,2025-07-11,Renewal,Pro,59
TXN004807,CUST1082,2025-08-11,Renewal,Pro,59
TXN004808,CUST1082,2025-09-11,Renewal,Pro,59
TXN004809,CUST1082,2025-10-11,Renewal,Pro,59
TXN004810,CUST1082,2025-11-11,Renewal,Pro,59
TXN004811,CUST1082,2025-12-11,Renewal,Pro,59
TXN004812,CUST1082,2026-01-11,Upgrade,Enterprise,149
TXN004813,CUST1082,2026-02-11,Renewal,Enterprise,149
TXN004814,CUST1082,2026-03-11,Renewal,Enterprise,149
TXN004815,CUST1082,2026-04-11,Renewal,Enterprise,149
TXN004816,CUST1082,2026-05-11,Renewal,Enterprise,149
TXN004817,CUST1082,2026-06-11,Renewal,Enterprise,149
TXN004818,CUST1082,2026-07-11,Renewal,Enterprise,149
TXN004819,CUST1082,2026-08-11,Renewal,Enterprise,149
TXN004820,CUST1102,2022-09-15,New Subscription,Pro,59
TXN004821,CUST1102,2022-10-15,Renewal,Pro,59
TXN004822,CUST1102,2022-11-15,Renewal,Pro,59
TXN004823,CUST1102,2022-12-15,Renewal,Pro,59
TXN004824,CUST1102,2023-01-15,Renewal,Pro,59
TXN004825,CUST1102,2023-02-15,Renewal,Pro,59
TXN004826,CUST1102,2023-03-15,Renewal,Pro,59
TXN004827,CUST1102,2023-04-15,Cancellation,Pro,0
TXN004828,CUST1135,2022-09-25,New Subscription,Pro,59
TXN004829,CUST1135,2022-10-25,Renewal,Pro,59
TXN004830,CUST1135,2022-11-25,Renewal,Pro,59
TXN004831,CUST1135,2022-12-25,Renewal,Pro,59
TXN004832,CUST1135,2023-01-25,Cancellation,Pro,0
TXN004833,CUST1092,2022-09-27,New Subscription,Basic,29
TXN004834,CUST1092,2022-10-27,Renewal,Basic,29
TXN004835,CUST1092,2022-11-27,Renewal,Basic,29
TXN004836,CUST1092,2022-12-27,Renewal,Basic,29
TXN004837,CUST1092,2023-01-27,Renewal,Basic,29
TXN004838,CUST1092,2023-02-27,Upgrade,Pro,59
TXN004839,CUST1092,2023-03-27,Renewal,Pro,59
TXN004840,CUST1092,2023-04-27,Renewal,Pro,59
TXN004841,CUST1092,2023-05-27,Renewal,Pro,59
TXN004842,CUST1092,2023-06-27,Renewal,Pro,59
TXN004843,CUST1092,2023-07-27,Downgrade,Basic,29
TXN004844,CUST1092,2023-08-27,Renewal,Basic,29
TXN004845,CUST1092,2023-09-27,Renewal,Basic,29
TXN004846,CUST1092,2023-10-27,Renewal,Basic,29
TXN004847,CUST1092,2023-11-27,Renewal,Basic,29
TXN004848,CUST1092,2023-12-27,Renewal,Basic,29
TXN004849,CUST1092,2024-01-27,Renewal,Basic,29
TXN004850,CUST1092,2024-02-27,Renewal,Basic,29
TXN004851,CUST1092,2024-03-27,Renewal,Basic,29
TXN004852,CUST1092,2024-04-27,Upgrade,Pro,59
TXN004853,CUST1092,2024-05-27,Renewal,Pro,59
TXN004854,CUST1092,2024-06-27,Renewal,Pro,59
TXN004855,CUST1092,2024-07-27,Renewal,Pro,59
TXN004856,CUST1092,2024-08-27,Renewal,Pro,59
TXN004857,CUST1092,2024-09-27,Renewal,Pro,59
TXN004858,CUST1092,2024-10-27,Renewal,Pro,59
TXN004859,CUST1092,2024-11-27,Renewal,Pro,59
TXN004860,CUST1092,2024-12-27,Renewal,Pro,59
TXN004861,CUST1092,2025-01-27,Renewal,Pro,59
TXN004862,CUST1092,2025-02-27,Renewal,Pro,59
TXN004863,CUST1092,2025-03-27,Renewal,Pro,59
TXN004864,CUST1092,2025-04-27,Renewal,Pro,59
TXN004865,CUST1092,2025-05-27,Renewal,Pro,59
TXN004866,CUST1092,2025-06-27,Renewal,Pro,59
TXN004867,CUST1092,2025-07-27,Renewal,Pro,59
TXN004868,CUST1092,2025-08-27,Renewal,Pro,59
TXN004869,CUST1092,2025-09-27,Renewal,Pro,59
TXN004870,CUST1092,2025-10-27,Renewal,Pro,59
TXN004871,CUST1092,2025-11-27,Renewal,Pro,59
TXN004872,CUST1092,2025-12-27,Renewal,Pro,59
TXN004873,CUST1092,2026-01-27,Renewal,Pro,59
TXN004874,CUST1092,2026-02-27,Renewal,Pro,59
TXN004875,CUST1092,2026-03-27,Renewal,Pro,59
TXN004876,CUST1092,2026-04-27,Renewal,Pro,59
TXN004877,CUST1092,2026-05-27,Renewal,Pro,59
TXN004878,CUST1092,2026-06-27,Renewal,Pro,59
TXN004879,CUST1092,2026-07-27,Renewal,Pro,59
TXN004880,CUST1124,2022-10-05,New Subscription,Basic,29
TXN004881,CUST1124,2022-11-05,Renewal,Basic,29
TXN004882,CUST1124,2022-12-05,Renewal,Basic,29
TXN004883,CUST1124,2023-01-05,Renewal,Basic,29
TXN004884,CUST1124,2023-02-05,Renewal,Basic,29
TXN004885,CUST1124,2023-03-05,Renewal,Basic,29
TXN004886,CUST1124,2023-04-05,Renewal,Basic,29
TXN004887,CUST1124,2023-05-05,Renewal,Basic,29
TXN004888,CUST1124,2023-06-05,Renewal,Basic,29
TXN004889,CUST1124,2023-07-05,Renewal,Basic,29
TXN004890,CUST1124,2023-08-05,Renewal,Basic,29
TXN004891,CUST1124,2023-09-05,Renewal,Basic,29
TXN004892,CUST1124,2023-10-05,Renewal,Basic,29
TXN004893,CUST1124,2023-11-05,Renewal,Basic,29
TXN004894,CUST1124,2023-12-05,Renewal,Basic,29
TXN004895,CUST1124,2024-01-05,Renewal,Basic,29
TXN004896,CUST1124,2024-02-05,Renewal,Basic,29
TXN004897,CUST1124,2024-03-05,Renewal,Basic,29
TXN004898,CUST1124,2024-04-05,Renewal,Basic,29
TXN004899,CUST1124,2024-05-05,Cancellation,Basic,0
TXN004900,CUST1124,2024-12-05,Reactivation,Basic,29
TXN004901,CUST1124,2025-01-05,Renewal,Basic,29
TXN004902,CUST1124,2025-02-05,Renewal,Basic,29
TXN004903,CUST1124,2025-03-05,Renewal,Basic,29
TXN004904,CUST1124,2025-04-05,Renewal,Basic,29
TXN004905,CUST1124,2025-05-05,Renewal,Basic,29
TXN004906,CUST1124,2025-06-05,Renewal,Basic,29
TXN004907,CUST1124,2025-07-05,Renewal,Basic,29
TXN004908,CUST1124,2025-08-05,Renewal,Basic,29
TXN004909,CUST1124,2025-09-05,Renewal,Basic,29
TXN004910,CUST1124,2025-10-05,Renewal,Basic,29
TXN004911,CUST1124,2025-11-05,Renewal,Basic,29
TXN004912,CUST1124,2025-12-05,Renewal,Basic,29
TXN004913,CUST1124,2026-01-05,Renewal,Basic,29
TXN004914,CUST1124,2026-02-05,Renewal,Basic,29
TXN004915,CUST1124,2026-03-05,Renewal,Basic,29
TXN004916,CUST1124,2026-04-05,Renewal,Basic,29
TXN004917,CUST1124,2026-05-05,Renewal,Basic,29
TXN004918,CUST1124,2026-06-05,Renewal,Basic,29
TXN004919,CUST1124,2026-07-05,Renewal,Basic,29
TXN004920,CUST1124,2026-08-05,Renewal,Basic,29
TXN004921,CUST1104,2022-10-11,New Subscription,Pro,59
TXN004922,CUST1104,2022-11-11,Renewal,Pro,59
TXN004923,CUST1104,2022-12-11,Renewal,Pro,59
TXN004924,CUST1104,2023-01-11,Renewal,Pro,59
TXN004925,CUST1104,2023-02-11,Downgrade,Basic,29
TXN004926,CUST1104,2023-03-11,Renewal,Basic,29
TXN004927,CUST1104,2023-04-11,Cancellation,Basic,0
TXN004928,CUST1118,2022-10-19,New Subscription,Basic,29
TXN004929,CUST1118,2022-11-19,Renewal,Basic,29
TXN004930,CUST1118,2022-12-19,Renewal,Basic,29
TXN004931,CUST1118,2023-01-19,Renewal,Basic,29
TXN004932,CUST1118,2023-02-19,Renewal,Basic,29
TXN004933,CUST1118,2023-03-19,Renewal,Basic,29
TXN004934,CUST1118,2023-04-19,Renewal,Basic,29
TXN004935,CUST1118,2023-05-19,Renewal,Basic,29
TXN004936,CUST1118,2023-06-19,Renewal,Basic,29
TXN004937,CUST1118,2023-07-19,Renewal,Basic,29
TXN004938,CUST1118,2023-08-19,Cancellation,Basic,0
TXN004939,CUST1093,2022-10-20,New Subscription,Basic,29
TXN004940,CUST1093,2022-11-20,Renewal,Basic,29
TXN004941,CUST1093,2022-12-20,Renewal,Basic,29
TXN004942,CUST1093,2023-01-20,Renewal,Basic,29
TXN004943,CUST1093,2023-02-20,Renewal,Basic,29
TXN004944,CUST1093,2023-03-20,Renewal,Basic,29
TXN004945,CUST1093,2023-04-20,Renewal,Basic,29
TXN004946,CUST1093,2023-05-20,Renewal,Basic,29
TXN004947,CUST1093,2023-06-20,Renewal,Basic,29
TXN004948,CUST1093,2023-07-20,Renewal,Basic,29
TXN004949,CUST1093,2023-08-20,Renewal,Basic,29
TXN004950,CUST1093,2023-09-20,Renewal,Basic,29
TXN004951,CUST1093,2023-10-20,Renewal,Basic,29
TXN004952,CUST1093,2023-11-20,Renewal,Basic,29
TXN004953,CUST1093,2023-12-20,Renewal,Basic,29
TXN004954,CUST1093,2024-01-20,Upgrade,Pro,59
TXN004955,CUST1093,2024-02-20,Renewal,Pro,59
TXN004956,CUST1093,2024-03-20,Renewal,Pro,59
TXN004957,CUST1093,2024-04-20,Renewal,Pro,59
TXN004958,CUST1093,2024-05-20,Renewal,Pro,59
TXN004959,CUST1093,2024-06-20,Renewal,Pro,59
TXN004960,CUST1093,2024-07-20,Renewal,Pro,59
TXN004961,CUST1093,2024-08-20,Renewal,Pro,59
TXN004962,CUST1093,2024-09-20,Renewal,Pro,59
TXN004963,CUST1093,2024-10-20,Renewal,Pro,59
TXN004964,CUST1093,2024-11-20,Renewal,Pro,59
TXN004965,CUST1093,2024-12-20,Renewal,Pro,59
TXN004966,CUST1093,2025-01-20,Renewal,Pro,59
TXN004967,CUST1093,2025-02-20,Renewal,Pro,59
TXN004968,CUST1093,2025-03-20,Renewal,Pro,59
TXN004969,CUST1093,2025-04-20,Renewal,Pro,59
TXN004970,CUST1093,2025-05-20,Renewal,Pro,59
TXN004971,CUST1093,2025-06-20,Renewal,Pro,59
TXN004972,CUST1093,2025-07-20,Renewal,Pro,59
TXN004973,CUST1093,2025-08-20,Renewal,Pro,59
TXN004974,CUST1093,2025-09-20,Renewal,Pro,59
TXN004975,CUST1093,2025-10-20,Renewal,Pro,59
TXN004976,CUST1093,2025-11-20,Renewal,Pro,59
TXN004977,CUST1093,2025-12-20,Renewal,Pro,59
TXN004978,CUST1093,2026-01-20,Renewal,Pro,59
TXN004979,CUST1093,2026-02-20,Renewal,Pro,59
TXN004980,CUST1093,2026-03-20,Upgrade,Enterprise,149
TXN004981,CUST1093,2026-04-20,Renewal,Enterprise,149
TXN004982,CUST1093,2026-05-20,Renewal,Enterprise,149
TXN004983,CUST1093,2026-06-20,Renewal,Enterprise,149
TXN004984,CUST1093,2026-07-20,Renewal,Enterprise,149
TXN004985,CUST1112,2022-10-23,New Subscription,Pro,59
TXN004986,CUST1112,2022-11-23,Renewal,Pro,59
TXN004987,CUST1112,2022-12-23,Renewal,Pro,59
TXN004988,CUST1112,2023-01-23,Renewal,Pro,59
TXN004989,CUST1112,2023-02-23,Renewal,Pro,59
TXN004990,CUST1112,2023-03-23,Renewal,Pro,59
TXN004991,CUST1112,2023-04-23,Renewal,Pro,59
TXN004992,CUST1112,2023-05-23,Renewal,Pro,59
TXN004993,CUST1112,2023-06-23,Renewal,Pro,59
TXN004994,CUST1112,2023-07-23,Upgrade,Enterprise,149
TXN004995,CUST1112,2023-08-23,Renewal,Enterprise,149
TXN004996,CUST1112,2023-09-23,Renewal,Enterprise,149
TXN004997,CUST1112,2023-10-23,Renewal,Enterprise,149
TXN004998,CUST1112,2023-11-23,Renewal,Enterprise,149
TXN004999,CUST1112,2023-12-23,Renewal,Enterprise,149
TXN005000,CUST1112,2024-01-23,Renewal,Enterprise,149
TXN005001,CUST1112,2024-02-23,Renewal,Enterprise,149
TXN005002,CUST1112,2024-03-23,Renewal,Enterprise,149
TXN005003,CUST1112,2024-04-23,Renewal,Enterprise,149
TXN005004,CUST1112,2024-05-23,Renewal,Enterprise,149
TXN005005,CUST1112,2024-06-23,Renewal,Enterprise,149
TXN005006,CUST1112,2024-07-23,Renewal,Enterprise,149
TXN005007,CUST1112,2024-08-23,Renewal,Enterprise,149
TXN005008,CUST1112,2024-09-23,Renewal,Enterprise,149
TXN005009,CUST1112,2024-10-23,Renewal,Enterprise,149
TXN005010,CUST1112,2024-11-23,Renewal,Enterprise,149
TXN005011,CUST1112,2024-12-23,Renewal,Enterprise,149
TXN005012,CUST1112,2025-01-23,Renewal,Enterprise,149
TXN005013,CUST1112,2025-02-23,Renewal,Enterprise,149
TXN005014,CUST1112,2025-03-23,Renewal,Enterprise,149
TXN005015,CUST1112,2025-04-23,Renewal,Enterprise,149
TXN005016,CUST1112,2025-05-23,Renewal,Enterprise,149
TXN005017,CUST1112,2025-06-23,Renewal,Enterprise,149
TXN005018,CUST1112,2025-07-23,Cancellation,Enterprise,0
TXN005019,CUST1126,2022-10-24,New Subscription,Basic,29
TXN005020,CUST1126,2022-11-24,Renewal,Basic,29
TXN005021,CUST1126,2022-12-24,Renewal,Basic,29
TXN005022,CUST1126,2023-01-24,Renewal,Basic,29
TXN005023,CUST1126,2023-02-24,Renewal,Basic,29
TXN005024,CUST1126,2023-03-24,Renewal,Basic,29
TXN005025,CUST1126,2023-04-24,Upgrade,Pro,59
TXN005026,CUST1126,2023-05-24,Renewal,Pro,59
TXN005027,CUST1126,2023-06-24,Renewal,Pro,59
TXN005028,CUST1126,2023-07-24,Renewal,Pro,59
TXN005029,CUST1126,2023-08-24,Renewal,Pro,59
TXN005030,CUST1126,2023-09-24,Renewal,Pro,59
TXN005031,CUST1126,2023-10-24,Renewal,Pro,59
TXN005032,CUST1126,2023-11-24,Renewal,Pro,59
TXN005033,CUST1126,2023-12-24,Renewal,Pro,59
TXN005034,CUST1126,2024-01-24,Renewal,Pro,59
TXN005035,CUST1126,2024-02-24,Renewal,Pro,59
TXN005036,CUST1126,2024-03-24,Renewal,Pro,59
TXN005037,CUST1126,2024-04-24,Renewal,Pro,59
TXN005038,CUST1126,2024-05-24,Renewal,Pro,59
TXN005039,CUST1126,2024-06-24,Renewal,Pro,59
TXN005040,CUST1126,2024-07-24,Renewal,Pro,59
TXN005041,CUST1126,2024-08-24,Renewal,Pro,59
TXN005042,CUST1126,2024-09-24,Renewal,Pro,59
TXN005043,CUST1126,2024-10-24,Renewal,Pro,59
TXN005044,CUST1126,2024-11-24,Renewal,Pro,59
TXN005045,CUST1126,2024-12-24,Renewal,Pro,59
TXN005046,CUST1126,2025-01-24,Renewal,Pro,59
TXN005047,CUST1126,2025-02-24,Renewal,Pro,59
TXN005048,CUST1126,2025-03-24,Renewal,Pro,59
TXN005049,CUST1126,2025-04-24,Renewal,Pro,59
TXN005050,CUST1126,2025-05-24,Renewal,Pro,59
TXN005051,CUST1126,2025-06-24,Renewal,Pro,59
TXN005052,CUST1126,2025-07-24,Renewal,Pro,59
TXN005053,CUST1126,2025-08-24,Renewal,Pro,59
TXN005054,CUST1126,2025-09-24,Renewal,Pro,59
TXN005055,CUST1126,2025-10-24,Renewal,Pro,59
TXN005056,CUST1126,2025-11-24,Renewal,Pro,59
TXN005057,CUST1126,2025-12-24,Renewal,Pro,59
TXN005058,CUST1126,2026-01-24,Renewal,Pro,59
TXN005059,CUST1126,2026-02-24,Renewal,Pro,59
TXN005060,CUST1126,2026-03-24,Renewal,Pro,59
TXN005061,CUST1126,2026-04-24,Renewal,Pro,59
TXN005062,CUST1126,2026-05-24,Renewal,Pro,59
TXN005063,CUST1126,2026-06-24,Renewal,Pro,59
TXN005064,CUST1126,2026-07-24,Renewal,Pro,59
TXN005065,CUST1130,2022-10-26,New Subscription,Pro,59
TXN005066,CUST1130,2022-11-26,Renewal,Pro,59
TXN005067,CUST1130,2022-12-26,Renewal,Pro,59
TXN005068,CUST1130,2023-01-26,Renewal,Pro,59
TXN005069,CUST1130,2023-02-26,Renewal,Pro,59
TXN005070,CUST1130,2023-03-26,Renewal,Pro,59
TXN005071,CUST1130,2023-04-26,Renewal,Pro,59
TXN005072,CUST1130,2023-05-26,Renewal,Pro,59
TXN005073,CUST1130,2023-06-26,Renewal,Pro,59
TXN005074,CUST1130,2023-07-26,Renewal,Pro,59
TXN005075,CUST1130,2023-08-26,Renewal,Pro,59
TXN005076,CUST1130,2023-09-26,Renewal,Pro,59
TXN005077,CUST1130,2023-10-26,Renewal,Pro,59
TXN005078,CUST1130,2023-11-26,Renewal,Pro,59
TXN005079,CUST1130,2023-12-26,Renewal,Pro,59
TXN005080,CUST1130,2024-01-26,Renewal,Pro,59
TXN005081,CUST1130,2024-02-26,Renewal,Pro,59
TXN005082,CUST1130,2024-03-26,Cancellation,Pro,0
TXN005083,CUST1129,2022-11-08,New Subscription,Enterprise,149
TXN005084,CUST1129,2022-12-08,Renewal,Enterprise,149
TXN005085,CUST1129,2023-01-08,Renewal,Enterprise,149
TXN005086,CUST1129,2023-02-08,Renewal,Enterprise,149
TXN005087,CUST1129,2023-03-08,Renewal,Enterprise,149
TXN005088,CUST1129,2023-04-08,Renewal,Enterprise,149
TXN005089,CUST1129,2023-05-08,Renewal,Enterprise,149
TXN005090,CUST1129,2023-06-08,Renewal,Enterprise,149
TXN005091,CUST1129,2023-07-08,Renewal,Enterprise,149
TXN005092,CUST1129,2023-08-08,Renewal,Enterprise,149
TXN005093,CUST1129,2023-09-08,Renewal,Enterprise,149
TXN005094,CUST1129,2023-10-08,Renewal,Enterprise,149
TXN005095,CUST1129,2023-11-08,Renewal,Enterprise,149
TXN005096,CUST1129,2023-12-08,Renewal,Enterprise,149
TXN005097,CUST1129,2024-01-08,Renewal,Enterprise,149
TXN005098,CUST1129,2024-02-08,Renewal,Enterprise,149
TXN005099,CUST1129,2024-03-08,Downgrade,Pro,59
TXN005100,CUST1129,2024-04-08,Renewal,Pro,59
TXN005101,CUST1129,2024-05-08,Renewal,Pro,59
TXN005102,CUST1129,2024-06-08,Renewal,Pro,59
TXN005103,CUST1129,2024-07-08,Renewal,Pro,59
TXN005104,CUST1129,2024-08-08,Renewal,Pro,59
TXN005105,CUST1129,2024-09-08,Renewal,Pro,59
TXN005106,CUST1129,2024-10-08,Renewal,Pro,59
TXN005107,CUST1129,2024-11-08,Renewal,Pro,59
TXN005108,CUST1129,2024-12-08,Renewal,Pro,59
TXN005109,CUST1129,2025-01-08,Renewal,Pro,59
TXN005110,CUST1129,2025-02-08,Renewal,Pro,59
TXN005111,CUST1129,2025-03-08,Renewal,Pro,59
TXN005112,CUST1129,2025-04-08,Renewal,Pro,59
TXN005113,CUST1129,2025-05-08,Renewal,Pro,59
TXN005114,CUST1129,2025-06-08,Renewal,Pro,59
TXN005115,CUST1129,2025-07-08,Upgrade,Enterprise,149
TXN005116,CUST1129,2025-08-08,Renewal,Enterprise,149
TXN005117,CUST1129,2025-09-08,Renewal,Enterprise,149
TXN005118,CUST1129,2025-10-08,Renewal,Enterprise,149
TXN005119,CUST1129,2025-11-08,Renewal,Enterprise,149
TXN005120,CUST1129,2025-12-08,Renewal,Enterprise,149
TXN005121,CUST1129,2026-01-08,Renewal,Enterprise,149
TXN005122,CUST1129,2026-02-08,Renewal,Enterprise,149
TXN005123,CUST1129,2026-03-08,Renewal,Enterprise,149
TXN005124,CUST1129,2026-04-08,Renewal,Enterprise,149
TXN005125,CUST1129,2026-05-08,Renewal,Enterprise,149
TXN005126,CUST1129,2026-06-08,Downgrade,Pro,59
TXN005127,CUST1129,2026-07-08,Renewal,Pro,59
TXN005128,CUST1129,2026-08-08,Renewal,Pro,59
TXN005129,CUST1107,2022-11-09,New Subscription,Pro,59
TXN005130,CUST1107,2022-12-09,Renewal,Pro,59
TXN005131,CUST1107,2023-01-09,Renewal,Pro,59
TXN005132,CUST1107,2023-02-09,Renewal,Pro,59
TXN005133,CUST1107,2023-03-09,Renewal,Pro,59
TXN005134,CUST1107,2023-04-09,Renewal,Pro,59
TXN005135,CUST1107,2023-05-09,Renewal,Pro,59
TXN005136,CUST1107,2023-06-09,Renewal,Pro,59
TXN005137,CUST1107,2023-07-09,Renewal,Pro,59
TXN005138,CUST1107,2023-08-09,Renewal,Pro,59
TXN005139,CUST1107,2023-09-09,Renewal,Pro,59
TXN005140,CUST1107,2023-10-09,Downgrade,Basic,29
TXN005141,CUST1107,2023-11-09,Renewal,Basic,29
TXN005142,CUST1107,2023-12-09,Renewal,Basic,29
TXN005143,CUST1107,2024-01-09,Renewal,Basic,29
TXN005144,CUST1107,2024-02-09,Renewal,Basic,29
TXN005145,CUST1107,2024-03-09,Renewal,Basic,29
TXN005146,CUST1107,2024-04-09,Renewal,Basic,29
TXN005147,CUST1107,2024-05-09,Renewal,Basic,29
TXN005148,CUST1107,2024-06-09,Renewal,Basic,29
TXN005149,CUST1107,2024-07-09,Renewal,Basic,29
TXN005150,CUST1107,2024-08-09,Renewal,Basic,29
TXN005151,CUST1107,2024-09-09,Upgrade,Pro,59
TXN005152,CUST1107,2024-10-09,Renewal,Pro,59
TXN005153,CUST1107,2024-11-09,Renewal,Pro,59
TXN005154,CUST1107,2024-12-09,Renewal,Pro,59
TXN005155,CUST1107,2025-01-09,Renewal,Pro,59
TXN005156,CUST1107,2025-02-09,Renewal,Pro,59
TXN005157,CUST1107,2025-03-09,Renewal,Pro,59
TXN005158,CUST1107,2025-04-09,Renewal,Pro,59
TXN005159,CUST1107,2025-05-09,Renewal,Pro,59
TXN005160,CUST1107,2025-06-09,Renewal,Pro,59
TXN005161,CUST1107,2025-07-09,Renewal,Pro,59
TXN005162,CUST1107,2025-08-09,Renewal,Pro,59
TXN005163,CUST1107,2025-09-09,Renewal,Pro,59
TXN005164,CUST1107,2025-10-09,Renewal,Pro,59
TXN005165,CUST1107,2025-11-09,Renewal,Pro,59
TXN005166,CUST1107,2025-12-09,Renewal,Pro,59
TXN005167,CUST1107,2026-01-09,Renewal,Pro,59
TXN005168,CUST1107,2026-02-09,Renewal,Pro,59
TXN005169,CUST1107,2026-03-09,Renewal,Pro,59
TXN005170,CUST1107,2026-04-09,Renewal,Pro,59
TXN005171,CUST1107,2026-05-09,Renewal,Pro,59
TXN005172,CUST1107,2026-06-09,Upgrade,Enterprise,149
TXN005173,CUST1107,2026-07-09,Renewal,Enterprise,149
TXN005174,CUST1107,2026-08-09,Renewal,Enterprise,149
TXN005175,CUST1088,2022-11-11,New Subscription,Basic,29
TXN005176,CUST1088,2022-12-11,Renewal,Basic,29
TXN005177,CUST1088,2023-01-11,Renewal,Basic,29
TXN005178,CUST1088,2023-02-11,Renewal,Basic,29
TXN005179,CUST1088,2023-03-11,Renewal,Basic,29
TXN005180,CUST1088,2023-04-11,Renewal,Basic,29
TXN005181,CUST1088,2023-05-11,Renewal,Basic,29
TXN005182,CUST1088,2023-06-11,Renewal,Basic,29
TXN005183,CUST1088,2023-07-11,Renewal,Basic,29
TXN005184,CUST1088,2023-08-11,Renewal,Basic,29
TXN005185,CUST1088,2023-09-11,Renewal,Basic,29
TXN005186,CUST1088,2023-10-11,Renewal,Basic,29
TXN005187,CUST1088,2023-11-11,Renewal,Basic,29
TXN005188,CUST1088,2023-12-11,Renewal,Basic,29
TXN005189,CUST1088,2024-01-11,Renewal,Basic,29
TXN005190,CUST1088,2024-02-11,Renewal,Basic,29
TXN005191,CUST1088,2024-03-11,Renewal,Basic,29
TXN005192,CUST1088,2024-04-11,Renewal,Basic,29
TXN005193,CUST1088,2024-05-11,Renewal,Basic,29
TXN005194,CUST1088,2024-06-11,Renewal,Basic,29
TXN005195,CUST1088,2024-07-11,Renewal,Basic,29
TXN005196,CUST1088,2024-08-11,Renewal,Basic,29
TXN005197,CUST1088,2024-09-11,Renewal,Basic,29
TXN005198,CUST1088,2024-10-11,Renewal,Basic,29
TXN005199,CUST1088,2024-11-11,Renewal,Basic,29
TXN005200,CUST1088,2024-12-11,Renewal,Basic,29
TXN005201,CUST1088,2025-01-11,Renewal,Basic,29
TXN005202,CUST1088,2025-02-11,Renewal,Basic,29
TXN005203,CUST1088,2025-03-11,Renewal,Basic,29
TXN005204,CUST1088,2025-04-11,Renewal,Basic,29
TXN005205,CUST1088,2025-05-11,Renewal,Basic,29
TXN005206,CUST1088,2025-06-11,Renewal,Basic,29
TXN005207,CUST1088,2025-07-11,Renewal,Basic,29
TXN005208,CUST1088,2025-08-11,Renewal,Basic,29
TXN005209,CUST1088,2025-09-11,Renewal,Basic,29
TXN005210,CUST1088,2025-10-11,Renewal,Basic,29
TXN005211,CUST1088,2025-11-11,Renewal,Basic,29
